id,split,english,luganda,runyankore_rukiga,acholi,ateso,lugbara
SALT-TEST-0073,test,She was appreciated for her impactful missionary education service.,Yasiimibwa olw'okubeera omuminsani eyayigiriza abantu ebintu ebyabakwatako ennyo.,Akasiimwa ahabwo kukwatwaho k'obuyambi obuyaherize omuby'obwegyese.,En obedo lamiconari dok lapwony maber ma pol pa dano gipwoyo ticce.,Aponi isiyalamikinai ngesi kanuka aswamuke naka alimonokin.,Ba fe drinia inzita azi onyiru pamvu be ci  erini nga e'yo Munguni embazurinirisi.
SALT-TEST-0074,test,How long should you wait before marrying?,Olina kulinda bbanga ki nga tonnawasa?,"Oine kutegyereza obwire burikwingana ki, okabona kushwera?",Omyero ikur pi kare marom mene mapwod pe inyome?,Apak bo na etia ai idareuni ijo erongo edukokina?,Le mi ma te sa'wa ngopi de nga po'di i'duni agupi kaniku oku ku?
SALT-TEST-0075,test,He was once the chief justice of the Supreme Court.,Yaliko omulamuzi wa Kkooti Ensukkulumu.,Akabaho mukuru w'abaramuzi omu kooti enkuru.,Yang obedo lador kot mamalo loyo weng.,Arai kolo ngesi ekatubon lokapolon kokooti lokapolon.,Eri andra sa azini ma alia drile Dwani kari siri niri'I
SALT-TEST-0076,test,Adults should be allowed to be independent.,Abantu abakulu basaanidde okuweebwa eddembe okwetwala.,Abantu abakuzire nibaikirizibwa okwetegyeka,Myero giyee ki ludito me cung iwigi gigi.,Ibusakinit acamakin itunga luapolok aseun nuekotosi kesi.,Le 'ba ma ku 'ba w'ara diyi ma ovu yi si
SALT-TEST-0077,test,Our bodies are the temple of God.,Emibiri gyaffe ye yeekaalu ya Katonda.,Emibiri yaitu ni hekaaru ya Ruhanga.,Komwa tye calo ot pa lubanga.,Eraasi awatewok eyekalu loka Edeke.,Rua amani 'diyi hekalu Munguniri'i
SALT-TEST-0078,test,We slashed the grass in the compound.,Twasaawa omuddo ku luggya.,Tukashuusa obunyansi omu mbuga.,Wa jwero dyekal maleng adada.,Apotu sio ekatata alaro.,Avo ase aku ma driari ra
SALT-TEST-0079,test,The residents were ready to fight.,Abatuuze baali beetegefu okulwana.,Abataaka beheireyo kurwana.,Onongo lutedero dong tye atera me lweny.,Akapakin itunga luka atutubet ejie.,Ba ori'ba angu nde ma ali 'diyi ovu ngonde aco cozu
SALT-TEST-0080,test,Online courses are more convenient.,Okusomera ku mutimbagano kwanguwa nnyo.,"Okwegyera aha intaneti, nikwanguha.",Kwan me internet obedo gin ma pe balo yub wa,Ikoosin lu itolosio kolago ejokuka.,Kosi la olialiasi intaneti si 'diyi muke ndeni
SALT-TEST-0081,test,He said the solution to the first two categories is criticism.,Yagamba nti eddagala ly'ebiti ebibiri ebisoose kwe kuvumirira.,Akagira ngu eky'okukora aha miringo ebiri eby'okubanza ni n'okujumiirira.,En owaco ni lagam pa lok matye I dul maryo ma okwongo ni obedo kwero timo egoni.,Abu ngesi kotema ebe iboro yeningarakini iponesio iarei lu ngesi aitoroneta.,Kini  e'yo iri oko 'diyi ma azakozuri le e'yo a'dazani.
SALT-TEST-0082,test,Trading activities encourage economic development.,Eby'obusuubuzi bikubiriza  enkulaakulana mu by'enfuna.,Eby'obushuubuzi nibireetaho entunguuka omubyentasya.,Biacara kelo dongo lobo,Aswamisinei nu agwelanar isinyikokit apol.,E'yo afa ndundu eyi ozizu ri ni okpo fe angu ezoma robia esuta siri ni
SALT-TEST-0083,test,What do you have to say about this land matter?,Kiki ky'oyogera ku nsonga y'ettaka eno?,Okaagamba ki aha nshonga y'eitaka eri.,Itwero loko lok ango I kom ngom man?,Inyoin bo ipedori jo einer kanuikamunit alupok nu?,Afa mini eco 'yo e'yo nyaku 'diriniri ma driari ngoni?
SALT-TEST-0084,test,The team played so well.,Ttiimu yazannya bulungi.,Tiimu ekazaana kurungi.,dul tuku ni otuku maber totwal,Abu etimu obolia ejok.,Amuti mupira avizu 'da avi ndra muke saaru
SALT-TEST-0085,test,The defendant's lawyers stated that they want to see justice served.,Bannamateeka b'omuwawaabirwa baagamba nti baagala okulaba obwenkanya nga bukolebwa.,"Ba puriida ba kihababirwa, bakagira ngu nibenda kureeba oburinganiza omu mushango.",Lupirida pa ngat ma adot tye i kome ni guwaco ni gimito neno ka adaa bedo tye ilok eni,Apotu ipulidan kalo iwosatai eketakinos ebe ekotosi kesi ekisil iswama.,ꞌBa ꞌbani toleri vile loya ꞌdiyi kini yi le ne ꞌba ꞌye eꞌyo ta sipi azita palaari ra.
SALT-TEST-0086,test,Most people retire at the age of sixty five.,Abantu abasinga obungi bawummulira ku myaka nkaaga mu ettaano.,Abantu abingi bahuumura emirimo haabo biine emyaka makumi mukaaga na etaano.,Pol pa dano gigiko tic ma nongo gitye ki mwaka pyerabicel wiye abic.,Itunga luipu iyengununete eraasi ikar akaisakanyape ikanyape.,Ba yi tutuni azi ku eli be kali azia.
SALT-TEST-0087,test,Speeding can reduce fuel efficiency by up to thirty percent.,Okuvugira ku sipiidi ey'amaanyi kiyinza okukendeeza enkekkereza y'amafuta ebitundu asatu ku buli kikumi.,Emootoka erikwiruka juuba nekozesa amajuuta maingyi,Dwoyo motoka madwir ilo rwom me camo moo I rwom me wel ma obedo pyer adek iwi miya (30%).,Epedori akerit keda esipidi aitidisiar etia loka akinyet naitosomai jo keda akaisauni kotoma akwatat.,E'yo mutukari ma nzuza niri eco odu mvuza omvi kpere kali na turu dria
SALT-TEST-0088,test,They should help one another prosper.,Balina okuyambagana okuwangula.,Bashemereire kuhwerana ahabw'entunguuka.,Omyero gu konye me dongo,Ekot kes aingaranakin.,Le eyi ma fe azakoma eyini eyi ma eselea agata esuzu
SALT-TEST-0089,test,The police disciplinary committee settled this dispute.,Akakiiko ka poliisi akakwasisa empisa kaamalawo obutakkaanya.,"Akakiiko ka poriisi akarikukwatisa emicwe, kakakora aharubanja rwe.",Dul pa abili ma neno lok kom woro aye otiyo i kom lok eni,Abu ekomiti loka polis isinapik engunget lo.,Amuti polisi yini ꞌba eꞌyo ezapi ꞌdiyi ma eꞌyo onepiri ko eꞌyo ngiringiriru ꞌdi ma azani.
SALT-TEST-0090,test,We do not have daycares and nursery schools in our area.,Mu kitundu kyaffe tetulina masomero bazadde gye basobola kusiibya baana bato nnyo na masomero ga nnasale.,Titwine mashomero g'okureeberera abaana bato na za nasare  omu kicweka kyaitu.,Pe watye ki gang kwan me nacari I kabedowa.,Imameete sio keda isomeroi luidarere idwe keda isomeroi luka enasare kotoma atutubetekosi.,Pari anzi nyiri ta mbazu etusi azini nursury sukulu yi ama vile angua yo
SALT-TEST-0091,test,People have blessed the organisation for this great endeavour towards them.,Abantu basiimye ekitongole olw'ebyo bye kigezaako okubakolera.,Abantu bashabiire ekigombe emigisha ahabw'omurimo muhango ogu babakoreire.,Dano ogoyo laa me gum maber bot dul eni pi tic ma meg gi,Elipakisi itunga erionget kanu aisanut kec na egogong aingarakin kes.,Ba eyi co tusu amuti 'da ma dria azi onyiru erini 'ye eyi dri risi
SALT-TEST-0092,test,The district task force has conflicts with the West Nile press association.,Akakiiko akakubirizi kayina obukuubagano n'ekitongole ky'amawulire ekya West Nile press association.,"Akakiiko akateirweho, kaine obutaikirizana n'ekibiina ky'abanyamakuru omu West Nile.",Joo ma kiyero gi me tic i kom corona tye ka telo tol ki dul pa lupok lok angeya me west nile,Ejai engunget kiding atukot naka itunga luingaranakinete luce  lo edisitrikt keda West Nile press association.,Ngiringiri drice'ba azo korona niri ni distrikitia 'diyi ma eselea amuti 'ba osisia ni Westnilea 'diyi be ci
SALT-TEST-0093,test,The maize leaves have been eaten by caterpillars.,Ebikoola bya kasooli biriiriddwa ebisaanyi.,Amababi g'ebicoori gariirwe kanyogombwa,Pot anyogini kwidi malak otyeko camo ne woko,Anyamasi ikur akwii ekirididi.,O'bu eyi nyaki kaka 'da ma bi eyi te.
SALT-TEST-0094,test,The minister promised financial aid to all people affected by the fire.,Minisita yasuubiza obuyambi bw'ensimbi eri abantu bonna abaakosebwa omuliro.,"Minisita akaraganisa abantu abaarabanisiibwemu omuriro, obuhwezi bw'esente.",Minicita ocikke me miyo kony me cente bot dano weng ma jamigi owang,Abu eminista isumu agangat na ikapun nejaas itunga kere lu edumunitos ationis na akim.,Minisita 'da owi i atita robia siri fezu 'ba dria aci 'da ni eyi ma afa eyi ezazu ra 'diyini
SALT-TEST-0095,test,He joined the health club this year.,Yeegatta ku kiraabu y'eby'obulamu omwaka guno.,Akeeyunga akakibiina ky'okutunguura eby'amagara omwaka ogu.,En odonyi I dul ma pa jo ma girweyo lee teretere pi yoto kom I mwakani.,Abu ngesi koloma toma okilabu loka angaleu okaru lo.,Eri fi amuti rua ma alataniri ma alia eli 'disi.
SALT-TEST-0096,test,Your mother bought a green dress from my shop yesterday.,Maama wo yaguze ekiteeteeyi ekya kiragala mu dduuka lyange jjo.,Maama wawe aguzire ekiteteyi kya binyansi mu duuka ryangye ny'omwebazo.,Mamani owilo bongo ma kalane gureen ki i dukanna laworo.,Abu totokon kogwel egoe lopiria koidukaka bian.,Mi andri je aje bongo ribiruni engazu ma vile dukania ra
SALT-TEST-0097,test,My mother told me to share my birthday cake with my friends.,Maama wange yangambye okugabana ne mikwano gyange keeki yange ey'amazaalibwa.,Maama akangamire ku mbagana omugaati gw'amazaarwe gangye n'abanywani bangye.,Mamana owaco ni apok kek me kwero nino nywala ki lurema.,Abu totoka kolimok eong aimor ekeekika loka aurio keda ipaperoka.,Ma andri 'yo ma dri kini ma ma awa keki o'du mani osizuriniri ma agyipi yi pie.
SALT-TEST-0098,test,All teenage girls need affordable access to sanitary pads.,Abawala abavuvuka bonna beetaaga okuba n'obusobozi okufuna ppamba w'ekikyala.,Abaishiki boona nibetenga okutunga sanitare paadi.,Lutino anyira weng omyero gubed ki gum me nongo bongo ma konyo gi ikare two dwee gi ma wele yot,Ekot apesur kere opedoriata agwela apads,Le ezoanzi dria zopi zozo 'diyi ma esu padi eyi aje were si azini ewakokoru ra
SALT-TEST-0099,test,He joined the army at sixteen years.,Yayingira amagye nga wa myaka kkumi na mukaaga.,Akengaita aha mahe obuyabaire aine emwaka ikumi na mukaaga.,Odonyo i mony ma onongo tye ki mwaka apar wiye abicel keken.,Abu ngesi koloma toma ajore erai ikar itomonakanyape.,Fi asikaria de elini mudri drini azia.
SALT-TEST-0100,test,Every patient will have one attendant strictly.,Buli mulwadde ajja kuba n'omujjanjabi omu yekka.,"Buri murwaire weena, naikirizibwa kugira omujanjaabi omwe.",Latwo acel acel bi bedo ki dano acel keken ma tye kagwoke ioot yat,Ngin adekan ebeit ajaut keda idiope edaran bon.,Ba 'ba azoru ri ma agei tepi ri ni lu nga mu adri alu
SALT-TEST-0101,test,A new health center is being built in the region.,Eddwaliro eppya lizimbibwa mu kitundu.,Eirwariro erisya rikweise niryombekwa omu kicweka.,Kitye ka yubu ot yat manyen i twok piny eni,Ewatai aiduk adekis aiboisit kosi.,Ba arojo azi o'diru ni si angu 'da ma alea
SALT-TEST-0102,test,The road construction will begin this week.,Okuzimba oluguudo kujja kutandika mu wiiki eno.,Okukora oruguuto nikwija kutandika esande egi.,Yubu gudi obi cake icabit manyen,Ebeit adukio na erot agear osabiti lo.,Ba nzila 'da ma sita e'do wiki 'disi
SALT-TEST-0103,test,The district has established a team to monitor public servants.,Disitulikiti etaddewo ttiimu okulondoola abakozi ba gavumenti.,Disiturikiti eteireho tiimu ey'okureebuuza abakozi ba Gavumenti.,dictrikoyubu dul pa dano ma neno kit ma lutic timo ki tic gi,Etolomu edisitrikt etimu lo imanimani eswamak lu apugan.,Distrikiti 'da e'do amuti azi azi'ba o'bi eyini 'diyi ma pamvu onezu
SALT-TEST-0104,test,People commit crimes for money and survival.,Abantu bazza emisango basobole okufuna ssente n'okweyimirizaawo.,Abantu nibakora ebihagaro ahabwa sente hamwe n'okubaho.,Dano timo bal pi cente ki yenyo kwo.,Ebilibilete itunga ikisila kanuka ikapun keda aitolot aijar.,Ba yi azita onyo robia dri azini yi ma idri ta mbazu
SALT-TEST-0105,test,They should allow children to express their thoughts and ideas.,Balina okukkiriza abaana okwasanguza ebirowoozo byabwe.,Bashemereire kwikiriza abaana okuhayo ebiteiso byabo.,Omyero giwek lutino gubed agonya me miyo tamgi,Ekot kes alakakin idwe alimun nukec aomisio.,Le 'ba ma fe anzi nyiri eyi ma nze e'yo eyi ma egata eyi ma dria indi.
SALT-TEST-0106,test,They condemned police brutality.,Baavumiridde obukambwe bwa poliisi.,Bakajumirira okutuntuza abantu kwa poriisi.,Ki kwero tim aranyi pa abili ni,Aponi itoroniarai ipolisin kanu amumu kec.,Eyi nzeki e'yo onzi e'yo polisi eyini 'ba eyi cozuri ma dria
SALT-TEST-0107,test,He borrowed a lot of money from the bank.,Yeewola ssente nnyingi mu bbanka.,Akeguuza empiiha nyingi kuruga omwibikiiro rya sente.,Odeno wel cente madit tutwal ki I bang/benge.,Abu ngesi kilip ikapun luipu noi kaingadis naka ikapun.,Du mari robia ni angiri enga zu ero robia ma ta mbazuri vu
SALT-TEST-0108,test,Hiring foreign doctors will improve health services.,Okukozesa abasawo ab'ebweru kijja kulongoosa mu by'enzijanjaba.,Okwejuniisa abashaho b'amahanga agandi nikyeija kureetaho entunguuka omu buhereza bw'ebya magara.,Coyo daktari me lobo mawoko biyubu tic me yot-kom.,Ayangaun imurok luka akwapin ace epote aitojokaar angaleu.,Ojio juru ru 'diyi ayuzu ri nga e'yo alata ni 'diyi out ra
SALT-TEST-0109,test,The job applicants were required to submit their resumes and cover letter during the application process.,Abo abaawaayo okusaba kwabwe okw'omulimu kyali kibeetaagisa n'okubaako ebirala bye bawandiika ebiboogerako.,Abaabaire nibashaba emirimo bakashabwa kuhayo amabaruha hamwe n'ebihandiiko birikubakwataho baaza kushaba emirimo.,timo jami kore ki kore.,Aponi kolimokinai itunga luamootos aswam ainakin ibaluwanakec keda apapulai nuka esomero.,Ba a'i ndra 'ba azi zi'ba 'diyini yi vile adi azini waraga azi zizuri fezu sawa yini  waraga azi zizuri fezurisi.
SALT-TEST-0110,test,Local revenue should be tracked and monitored to fight embezzlement of funds,Emisolo egikungaanyizibwa kuno girina okulondoolwa okulwanisa okukozesa obubbi bw'ensimbi,Esente z'eihanga zishemereire kukuratirwa kandi bakazireebuuza kugira ngu ziremwe kukozesibwa kubi.,Cene me mucoro omyero niang obed tye i kom kama tye iye dok kinen kit ma kitiyo kwede pi lweny i kom camcana,Ekot aimaniman ka atupakit ikapun lu esolo kanu atiji nu akoko.,Le 'ba ma one robia esule kari 'di ma alea ogogo 'diyi one one a'di 'dizu e'yo robia oguzu 'diyi be
SALT-TEST-0111,test,We need committed teachers to teach candidate classes.,Twetaaga abasomesa abamalirivu okusomesa mu bibiina eby'akamalirizo.,"Nitwenda abeegyesa abehaireyo, beegyese ebibiina eby'akamaririzo.",Wamito lupwonye ma keto cwiny gi wek gupwony lutino ma cito katimo peny me agiki,Ikoto iso isisianakinak lu emonokina aisisianakin esisiak lu angetakinak.,Ale ki imba'ba eyi owi pi azini ra 'diyi kilasi anzi depi dede 'diyini ri imbazu i
SALT-TEST-0112,test,The number of illiterates is alarming.,Omuwendo gw'abatamanyi kusoma na kuwandiika gwewuniikiriza.,Omuhendo gw'abantu abatashomire nigutangaaza.,Wel joo ma pe gukwano dwong totwal,Epuata itunga lu mam esiomitos.,Ba sukulu lapi ku 'diyi ma kalafe oriori ru
SALT-TEST-0113,test,Political analysts are concerned with the opposition's separation.,Abeekenneenya eby'obufuzi beeraliikirivu olw'enjawukana eziri mu b'oludda oluvuganya gavumenti.,Abakugu omu by'obutegyeki bakwatsirweho okwahukana kw'ebibina ebirikuhakanitsya gavumenti.,Ludiro kacel ki lumii tam I kom cungu iwi bye tye ki lworo I kom konne pa dul pa joma pe giyee ki lok pa gamente.,Iyalongongosi angicak nuka politikis kanu atiakatiaka naejai kiding ipatei luka etepegak.,Ba egata fepi e'yo politikini 'diyi ma dria 'diyi ovu asi otiza be esele coza 'ba ageti otizni 'diyinirisi
SALT-TEST-0114,test,We had to reduce our wedding guest list to twenty people because of the pandemic.,Twalina okukendeeza omuwendo gw'abantu ab'okuba ku mbaga yaffe okutuuka ku bantu abiri olw'ekirwadde.,Tuka kyendeza orukarara rwa'abagyenyi beitu aha kugaitwa kuba amakumi abiri ahabwa pandemic.,Wadwoko wel dano ma gibibedo i nyom i pyeraryo pi two korona.,Apotu iso etidisiasi ipejok lu apote opete toni akasaire kanu adek najaai akwapin kere.,Anga asi ru otile 'ba emupi ama vile omu oku bizaniri ma alia 'diyiniri omvi ecazu 'ba kali iri azo 'dezari ma e'yosi.
SALT-TEST-0115,test,The biggest part of Kampala city is in Buganda kingdom.,Ekitundu ekisinga obunene eky'ekibuga Kampala kiri mu bwakabaka bwa Buganda.,Ekicweeka kiihango eky'orurembo rwa kampala kiri omu bwakaba bwa Buganda.,Dit pa boma Kampala obedo I ngom ker pa Buganda.,Atutubet napolon kakere nako site nako Kampala ngesi ajakanut nako Buganda.,Aku ambu Kampala ni ri ma kala ambo turi angu opi Buganda ni ri ma pala ri'i
SALT-TEST-0116,test,He said he meant his words.,Yagamba nti ebigambo bye yali abitegeeza.,Akagira ngu akaba akimanyiise.,Owaco ngo ma ewaco bitimme.,Abala ngesi ebe ebuni ngesi aswam ngun.,Kini i 'yo 'bo.
SALT-TEST-0117,test,Everyone thought that his idea would work but it did not.,Buli omu yali alowooza nti ekirowoozo kye kyandikoze naye si bwe kyali.,Buri omwe akaba nateekateeka ngu ekiteekateeko kye nikiza kukora kwonka tikirakozire.,Ngat acel-acel obedo ka tamo ni tamme bitic ento pe otime kit meno.,Kanginitunganan abu komoom ebe ebuni aomisioitike aswam konye mam abu iswama.,Ba dria ega andra kini egata eriniri eco ndra azi nga ra te awini nga ku ye.
SALT-TEST-0118,test,The authors studied the incidence of corruption in local governments.,Abawandiisi beekenneenya ebikolwa eby'obulyi bw'enguzi mu gavumenti z'ebitundu.,Eyahandikire akashoma oburibwenguuzu omu bitongore bya gavumenti ey’ahansi,Lucoc ne gungiyo I lok me camcana I tic pa miri me tedero.,Isisiatos ewadikak akiro nuka amidic apiyai kotoma eswamak lukokwap luka apugan.,Ba  e'yo nde si'baa 'diyi ovaa e'yo paleko anyambolo gamete ele 'diyi ma alia 'diyi ni yi 'yezu 'diyi ra
SALT-TEST-0119,test,I logged into my email address using his computer.,Nnakozesa kompyuta ye okugenda ku email yange.,Nkatandika kukoresa endagiiriro yangye y'ahamutimbagano ndikukoresa kompyuta ye.,Ayabo e-mail adreca ki kompiuta ma mege,Abu eong aloma toma email ka etosomai akekompiuta.,Ati dri fizu mavile pari wara alia ma aliasi emailruria eri vile computersi
SALT-TEST-0120,test,His birthday party didn't go as he had planned.,Akabaga k'amazaalibwa ge tekaatambudde nga bwe yabadde ayagala.,Embaga ye y'amazarwa tebiire  nkoku abaiire naagyenda.,Kwero nino nywal ne pe okato kit ma oyubu kwede.,Mam epucitike loka aiitun aurioke abu kolot epone loetemokinitere.,O'du erini osizuri ma omu nyaza awini aci erini otilerile ku.
SALT-TEST-0121,test,Why do referees manipulate games?,Lwaki baddiifiri bafutyanka emizannyo ?,"Ahabwenki, abateezi b'efurembe barikuhindagutura emizaano?",Mono pingo referee gi balo tuku?,Inobo ber ekusiatar akutak lu emopira eede?,Ba mupira vupi 'diyi abala eyi oja a'dusi?
SALT-TEST-0122,test,No one knows why some workers were laid off.,Teri amanyi lwaki abakozi abamu baagobeddwa.,Tihaine orikumanya ahabw'enki abakozi abamwe bashazirweho.,Petye ngat ma ngeyo pingo ki juku tic pa joo muken-oo,Emamei yen ejeni ibore alemarere eswamak.,Ba azi nini 'ba dro azi'ba azi eyi azia si te a'du ma e'yosi yari ku
